Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-01-20,67.2465,67.5213,65.7348,65.7348,156504.66977079
2023-01-23,65.7806,67.9794,65.7806,67.2923,58816.957507593
2023-01-24,67.842,68.8497,67.3839,67.3839,69100.046931173
2023-01-25,67.7045,68.2542,67.0174,67.2465,46321.382969736
2023-01-26,68.5749,69.1246,67.0632,68.7581,54089.639781924
2023-01-27,68.9414,69.262,68.2542,68.3917,61416.92768135
2023-01-30,67.842,68.8039,67.842,67.842,35159.630242263
2023-01-31,67.842,70.5447,67.7962,69.7659,111402.5003544
2023-02-01,70.5447,70.5447,69.3994,69.3994,88044.246064561
2023-02-02,70.453,72.2854,70.0866,71.5982,103091.76445894
2023-02-03,71.9189,73.1099,71.5982,72.377,61112.397169814
2023-02-06,72.377,72.377,70.5905,70.8195,53535.154119343
2023-02-07,71.3233,71.8273,70.5447,71.6441,46585.527714509
2023-02-08,71.873,72.2396,71.3233,71.5982,39015.925214506
2023-02-09,71.4608,74.8048,71.4608,74.8048,202724.54257001
2023-02-10,74.8048,74.8048,71.7815,72.1021,94736.27676788
2023-02-13,72.377,73.2473,71.9647,72.8809,70580.130707669
2023-02-14,73.339,73.7512,71.9189,72.4686,64221.009703341
2023-02-15,73.339,74.026,72.377,73.7512,67821.89198849
2023-02-16,73.9345,74.1177,72.7893,73.7512,61500.973736505
2023-02-17,73.7512,73.7512,72.8351,73.0641,41109.436042914
2023-02-20,73.2932,73.3848,72.1938,72.606,37396.128515155
2023-02-21,72.606,72.7893,71.1402,72.1938,48915.895607445
2023-02-22,72.377,72.377,71.3692,71.9189,46864.95356022
2023-02-23,72.0563,72.377,71.0027,71.873,42402.872086534
2023-02-24,72.377,73.0183,71.873,72.2854,34570.216348968
2023-02-27,72.2854,73.8429,72.1021,73.5221,39900.046054449
2023-02-28,73.2932,73.568,72.1938,73.1557,48231.520586896
2023-03-01,73.2932,73.9345,73.0641,73.6596,78886.500574291
2023-03-02,73.7512,73.797,72.0105,72.3312,56366.523821579
2023-03-03,72.7435,73.1557,72.0563,72.9267,24648.415811833
2023-03-06,73.6596,73.8887,73.2932,73.568,139539.37320878
2023-03-07,73.6596,73.9345,73.0183,73.3848,36506.550139163
2023-03-08,73.2932,74.1177,72.7893,73.339,76605.250505797
2023-03-09,73.4306,74.0718,72.8809,73.3848,43891.687920709
2023-03-10,72.0105,72.2854,70.8195,71.0027,52402.169635564
2023-03-13,71.0944,71.0944,69.2162,70.3156,96117.033388284
2023-03-14,71.0027,71.0027,68.3,68.5291,52105.279674497
2023-03-15,69.262,69.5369,68.071,68.8497,86709.332746969
2023-03-16,69.1246,69.4453,67.8878,69.1246,62761.664563831
2023-03-17,69.1704,69.7659,66.2387,66.9258,143629.25072392
2023-03-20,66.88,67.7962,65.7348,66.88,63634.870331675
2023-03-21,66.88,68.9872,66.88,68.7123,115584.06447517
2023-03-22,69.3536,69.5827,68.5291,69.1246,38828.18597442
2023-03-23,69.5369,69.6285,68.8956,69.0788,41932.432479107
2023-03-24,68.4833,69.9491,68.4833,68.7581,102501.25905844
2023-03-27,68.7581,69.4453,68.6207,68.8039,50669.947693602
2023-03-28,68.7123,69.3078,68.6207,68.7123,92842.511758867
2023-03-29,69.3536,69.9491,68.5291,68.7123,87447.191620797
2023-03-30,68.7123,69.5369,68.5291,69.033,62070.740500024
2023-03-31,69.9033,70.224,69.1704,69.7201,56018.333021651
2023-04-03,70.1782,70.224,68.7123,68.7123,40860.572399078
2023-04-04,69.262,69.262,68.4833,68.7581,41168.377432243
2023-04-05,68.9872,70.0408,68.4375,69.6285,33307.342507222
2023-04-06,69.8575,69.8575,68.7123,68.8039,58095.471241911
2023-04-11,69.262,69.9033,68.7581,69.3078,53007.956137006
2023-04-12,69.6285,71.2318,69.5369,70.8195,67853.545697574
2023-04-13,71.3692,72.9724,70.453,71.415,87274.733481648
2023-04-14,71.6441,73.1557,71.5524,72.4686,34953.335379609
2023-04-17,72.7893,75.4003,72.6518,75.0797,114854.93765902
2023-04-18,75.1254,76.9578,74.1177,76.4539,177193.09742545
2023-04-19,76.912,77.1869,74.9423,76.4997,212651.8006432
2023-04-20,77.1411,78.1488,76.683,77.3242,133829.69899428
2023-04-21,77.0036,77.5991,75.95,76.0875,118724.33071778
2023-04-24,76.0875,76.8662,75.3545,76.3165,38877.303798861
2023-04-25,76.3165,77.0036,75.7209,75.7209,35401.94484284
2023-04-26,76.5914,77.2327,75.5836,76.3623,83463.190305006
2023-04-27,76.3623,78.2863,76.3165,77.9656,91976.946541491
2023-04-28,78.0572,78.7443,77.1411,77.3242,57113.114753086
2023-05-02,77.2784,79.9811,77.2784,79.1108,143867.19929566
2023-05-04,79.1108,80.8057,78.7902,79.9811,199595.1913995
2023-05-05,80.0269,80.0727,78.7443,78.7443,113244.96452456
2023-05-08,78.7902,80.1644,78.3778,79.523,221211.40018249
2023-05-09,79.5688,80.8057,79.3857,80.4393,92101.378363409
2023-05-10,80.9431,82.867,80.4393,82.409,129845.69767849
2023-05-11,82.7754,83.3251,80.7141,80.7599,104586.03782917
2023-05-12,81.3554,81.9051,80.7599,81.4012,66658.345302837
2023-05-15,81.1263,81.3554,79.1108,79.9811,88271.279564201
2023-05-16,80.5766,81.4928,80.0727,80.3934,38601.15247478
2023-05-17,80.256,81.7218,79.6147,80.3934,77977.275068523
2023-05-18,81.9967,83.3251,80.5308,80.5766,94758.106912076
2023-05-19,80.6682,82.409,80.3018,81.8593,78157.373758141
2023-05-22,81.8593,83.7832,81.4928,83.3709,132102.93458837
2023-05-23,82.5006,84.1497,82.4548,84.1497,57849.882119705
2023-05-24,83.829,83.829,81.676,82.5006,42878.769230009
2023-05-25,83.2793,83.2793,79.294,79.7979,63876.093425042
2023-05-26,79.523,79.8437,76.5455,77.7824,166804.13180251
2023-05-29,77.7824,78.6069,76.912,77.0952,51491.852622586
2023-05-30,77.0952,77.4617,74.8506,75.4003,108819.994296
2023-05-31,75.492,76.6372,74.8506,75.4461,215446.0591003
2023-06-01,76.0875,77.37,75.7668,76.5914,56902.453861593
2023-06-02,76.7745,77.4159,76.1333,76.7745,69893.572672701
2023-06-05,77.1411,78.9275,76.912,77.8739,104958.24178771
2023-06-06,78.3321,78.7443,76.8203,78.2863,150524.30176826
2023-06-07,78.4694,78.4694,76.7287,76.912,69616.329841411
2023-06-09,77.8739,77.8739,76.7745,77.2784,62135.139425402
2023-06-12,77.4159,77.6908,76.2248,76.2248,97664.790611789
2023-06-13,76.9578,77.5533,75.7668,75.9042,80195.217718848
2023-06-14,76.4081,77.5075,75.4003,76.8203,108699.92850293
2023-06-15,77.0494,77.5533,76.0875,76.9578,144743.67958513
2023-06-16,77.0534,80.495,77.0534,78.0572,446693.59518712
2023-06-19,78.0572,80.0648,77.7226,78.2962,33047.154475121
2023-06-20,77.9616,78.6786,77.5314,77.5314,76108.978558852
2023-06-21,77.4358,79.4912,77.3402,78.4396,89171.77300969
2023-06-22,79.3,79.3,77.5314,77.9616,39692.568724494
2023-06-23,77.627,78.3918,76.6232,76.6232,49257.446403743
2023-06-26,76.5754,77.1012,75.8106,76.5754,28989.612861188
2023-06-27,76.5754,77.1968,74.281,74.5678,63899.742746058
2023-06-28,75.0458,75.1414,74.1854,74.9502,43116.217526351
2023-06-29,75.0458,75.6194,74.4722,74.998,40592.152583216
2023-06-30,75.5716,77.5314,75.1414,76.7188,55258.507563613
2023-07-03,76.4798,77.6748,75.8584,77.388,48228.155104926
2023-07-04,77.866,78.0094,75.8584,76.0974,45016.849934837
2023-07-05,76.0974,76.8144,75.1892,75.1892,52093.227614203
2023-07-06,74.9024,75.9062,74.6634,75.0458,91161.317776305
2023-07-07,75.4282,76.1452,75.0458,75.6672,19030.382722941
2023-07-10,76.3364,76.3364,74.759,75.954,51606.824713847
2023-07-11,76.3842,76.5276,74.998,75.6194,108816.1740176
2023-07-12,76.3364,76.5754,75.3326,76.1452,90945.836061309
2023-07-13,76.671,76.9578,75.6672,76.432,98545.227612024
2023-07-14,76.4798,78.0094,76.432,77.388,57657.049177624
2023-07-17,77.4358,78.3918,77.4358,77.8182,48637.151952322
2023-07-18,77.866,77.9138,77.1968,77.5314,32249.035307441
2023-07-19,78.0094,78.3918,77.4358,77.9138,16822.218158101
2023-07-20,78.3918,78.3918,76.5754,77.2446,41757.427488584
2023-07-21,77.149,77.2446,76.3364,76.5754,26308.643756648
2023-07-24,76.9578,77.627,76.4798,76.4798,58845.336693331
2023-07-25,76.5276,77.4358,76.0018,77.0534,52188.416138788
2023-07-26,77.0534,77.2924,75.4282,75.715,41424.790666405
2023-07-27,75.8106,77.149,75.6194,76.4798,44297.18284786
2023-07-28,76.2886,76.9578,75.715,76.0496,98220.959011787
2023-07-31,75.8106,76.91,75.4282,76.3364,76821.323451631
2023-08-01,76.3364,77.149,76.2408,76.8144,46425.849304254
2023-08-02,76.8622,76.8622,75.9062,75.9062,59758.518912708
2023-08-03,76.5754,76.5754,74.6634,75.1892,35079.586379187
2023-08-04,75.2848,75.4282,74.2332,74.5678,42508.475407843
2023-08-07,74.5678,75.4282,74.5678,75.2848,38334.82471447
2023-08-08,75.1892,75.1892,72.9904,73.086,48812.884613095
2023-08-09,73.6118,74.9024,72.847,73.086,66556.653212516
2023-08-10,73.5162,75.476,73.325,75.1414,44442.580704095
2023-08-11,75.0458,75.1892,74.042,74.759,41092.153844227
2023-08-14,72.9904,75.3326,72.9904,73.7552,36883.984235345
2023-08-16,73.6118,73.8508,71.9388,71.9866,54017.918660771
2023-08-17,72.7514,73.1338,70.6482,71.4608,53575.448925609
2023-08-18,71.6998,72.4168,71.2696,72.3212,29968.694828355
2023-08-21,72.4168,72.7036,71.2696,71.8432,47427.943881761
2023-08-22,71.7476,73.2294,71.413,72.7036,92114.249049905
2023-08-23,72.5602,73.2294,71.3174,73.2294,44517.894701569
2023-08-24,73.2294,73.6118,70.935,71.1262,40880.856240201
2023-08-25,70.935,71.0784,69.2142,69.262,55614.156996131
2023-08-28,69.3098,70.2658,68.8318,70.0268,39035.663302079
2023-08-29,69.979,71.413,69.7878,70.3614,84023.22446012
2023-08-30,71.3174,71.4608,70.3614,71.174,24964.498107278
2023-08-31,71.6042,72.6558,69.6922,70.0746,96336.017019442
2023-09-01,70.3136,71.652,70.0746,71.0306,26783.540351834
2023-09-04,71.652,71.9388,70.2658,70.5048,20036.661411418
2023-09-05,70.7438,70.7438,69.501,69.8834,30014.720049034
2023-09-06,70.0746,70.6004,68.067,70.3614,60874.630514169
2023-09-07,70.935,71.7476,68.8796,69.74,75933.245898078
2023-09-08,70.3136,75.5238,69.8356,73.7074,225902.24336898
2023-09-11,73.4684,73.564,71.1262,71.4608,61824.423704541
2023-09-12,72.13,72.4646,71.3652,71.9388,70025.281207309
2023-09-13,71.6042,72.0822,70.4092,71.5086,166381.17275386
2023-09-14,71.7476,71.7476,70.3614,70.9828,48964.558635787
2023-09-15,71.174,71.891,70.2658,70.2658,263778.90793214
2023-09-18,71.174,72.1778,70.3614,71.0306,34807.619166085
2023-09-19,71.6998,71.6998,68.6406,68.9274,99477.23833077
2023-09-20,68.8318,71.4608,68.7362,71.413,68249.126100204
2023-09-21,70.7438,70.8872,69.6444,69.7878,34580.631145919
2023-09-22,69.8834,70.3136,69.023,69.262,34541.928119439
2023-09-25,69.4532,69.7878,68.306,68.545,29570.158258386
2023-09-26,69.023,69.0708,67.5412,68.3538,44351.57629048
2023-09-27,68.3538,69.6922,67.8758,68.2104,71456.247159322
2023-09-28,67.828,68.4494,67.0632,67.9236,57861.02458745
2023-09-29,68.6406,69.4532,68.3538,68.545,90998.137448444
2023-10-02,68.8318,68.9752,67.4456,68.2104,166817.36632257
2023-10-03,68.3538,69.262,67.9236,68.8796,64423.80264515
2023-10-04,68.9274,70.3136,68.545,70.0746,92342.283097813
2023-10-05,70.5048,70.935,69.3098,69.4054,47014.762923394
2023-10-06,70.5048,72.13,70.2658,71.652,70430.093943734
2023-10-09,71.652,73.2772,70.7438,71.3174,61743.879568353
2023-10-10,71.3174,72.13,69.8834,71.5086,74881.988016665
2023-10-11,71.3174,72.1778,70.8872,72.1778,132191.75598371
2023-10-12,72.1778,72.5602,70.457,70.8394,105843.36317284
2023-10-13,71.6998,72.7514,71.174,72.369,90214.662669161
2023-10-16,73.1816,74.1854,71.0306,73.086,152167.74778605
2023-10-17,73.6118,75.715,73.5162,75.5716,132118.53404172
2023-10-18,75.5238,76.2886,72.369,72.369,166338.28561641
2023-10-19,72.369,73.6596,71.9866,72.7036,73920.688521124
2023-10-20,72.0822,72.608,70.7438,70.935,54561.853086975
2023-10-23,70.935,70.9828,69.2142,69.2142,101511.76229032
2023-10-24,69.6922,72.0344,69.6922,70.3136,135225.23643754
2023-10-25,70.3614,71.9388,69.7878,71.7476,80293.089529652
2023-10-26,71.2218,72.7036,69.979,72.1778,157649.97918555
2023-10-27,72.2256,72.6558,70.935,72.13,95225.135556694
2023-10-30,72.9904,74.042,72.2256,72.5602,78227.184737819
2023-10-31,73.325,74.281,72.6558,73.6596,69969.841736946
2023-11-02,73.7074,74.1854,73.086,73.2294,87482.438205229
2023-11-03,73.2294,75.4282,72.8948,75.1414,108453.20239088
2023-11-06,75.237,75.476,73.8508,74.2332,87610.053589838
2023-11-07,74.3288,75.4282,73.8508,75.4282,115529.58007024
2023-11-08,74.6156,75.0936,73.8508,74.281,58988.642494081
2023-11-09,74.281,75.8584,73.8508,75.1414,84105.860651793
2023-11-10,75.5716,75.5716,73.803,74.3766,54191.559266059
2023-11-13,74.5678,74.6156,73.2772,73.2772,121157.20932597
2023-11-14,73.7074,75.8584,73.1816,75.8106,166369.66644869
2023-11-15,75.954,77.388,74.9502,75.5716,160606.05358642
2023-11-16,75.5716,77.2924,75.5716,77.149,77338.061156525
2023-11-17,76.8622,77.7704,76.3842,77.4836,31864.097098127
2023-11-20,77.4836,77.9138,76.3842,76.4798,59980.276794161
2023-11-21,76.6232,76.7188,75.1892,76.1452,64325.476037336
2023-11-22,76.432,77.2924,75.8106,77.149,48467.695458004
2023-11-23,77.1012,77.1012,75.954,76.91,40128.7622932
2023-11-24,75.8106,76.0018,72.2734,73.0382,208500.52584142
2023-11-27,72.7036,73.8986,72.7036,73.2294,59575.464057736
2023-11-28,73.9942,74.9024,73.2294,74.52,57802.447033859
2023-11-29,74.52,75.8106,74.4722,75.715,80691.626099621
2023-11-30,75.715,75.715,73.0382,73.0382,147610.20491111
2023-12-01,73.5162,74.8068,72.5602,73.6596,73385.122316861
2023-12-04,73.8986,75.0936,73.7552,74.6156,46209.321561515
2023-12-05,74.4244,74.8068,71.891,73.2772,123183.36506358
2023-12-06,73.9942,74.1854,72.5602,72.608,99986.653841465
2023-12-07,72.5602,73.1338,71.891,71.891,124085.04097779
2023-12-08,71.891,72.7514,71.7476,72.2256,91410.272379068
2023-12-11,72.4646,73.1816,71.891,72.369,111611.16014609
2023-12-12,72.4168,73.0382,71.3174,71.9388,116480.41928836
2023-12-13,72.1778,72.2734,70.7916,70.7916,128691.74715664
2023-12-14,71.6998,73.4206,71.6998,72.6558,142350.77742081
2023-12-15,72.4168,73.325,70.7916,72.3212,484863.14751825
2023-12-18,71.652,72.2256,69.9312,69.9312,163621.75156862
2023-12-19,70.1702,71.5086,69.8834,70.8394,136472.10150684
2023-12-20,70.8394,71.5564,70.0746,70.0746,120929.17527806
2023-12-21,70.0746,70.7438,70.0268,70.0268,100908.20428278
2023-12-22,70.1224,71.0784,70.0746,70.1702,48600.540981327
2023-12-27,70.696,71.0306,70.1702,70.2658,124725.20995632
2023-12-28,70.696,71.1262,70.0746,70.0746,79588.066831072
2023-12-29,70.696,70.7438,69.8834,69.8834,51799.293818504
2024-01-02,70.0268,70.6482,68.8318,68.8318,120211.60024657
2024-01-03,69.1186,69.501,67.6846,68.5928,141099.72824055
2024-01-04,68.8318,68.8318,67.5412,68.4016,214034.0126003
2024-01-05,68.4494,70.1702,67.8758,69.979,135263.93946402
2024-01-08,69.979,70.0746,68.5928,69.5966,95763.839844185
2024-01-09,70.1224,70.1702,69.023,70.0746,59679.020804263
2024-01-10,70.0746,70.457,69.262,69.6922,52647.622317834
2024-01-11,70.218,70.5048,68.6884,69.501,124496.12988067
2024-01-12,69.5966,70.3136,69.501,70.1702,72228.215633435
2024-01-15,70.3614,70.3614,68.545,69.1186,42925.84047718
2024-01-16,69.0708,69.5488,68.3538,68.9274,60278.39470083
2024-01-17,68.8318,69.3098,67.1588,67.4934,140766.04539062
2024-01-18,67.7802,68.306,67.2066,68.067,92023.24463629
2024-01-19,68.306,68.545,66.9198,67.1588,106777.46594707
2024-01-22,67.3022,69.2142,67.3022,69.2142,118729.37893516
2024-01-23,69.4054,69.4532,68.067,68.5928,62603.714372852
2024-01-24,68.6406,69.262,68.3538,68.9274,71236.581333355
2024-01-25,69.3098,69.6922,68.1148,69.3098,116208.45207526
2024-01-26,69.5966,70.1224,68.5928,70.0746,60152.871371706
2024-01-29,70.1702,70.1702,68.8796,69.262,47555.55926637
2024-01-30,69.4054,69.5966,68.4972,69.1664,94433.292555471
2024-01-31,69.1664,69.9312,68.7362,69.9312,119572.47729578
2024-02-01,69.7878,70.2658,69.3098,69.74,77939.527108577
2024-02-02,69.9312,70.2658,69.501,69.8834,69935.322821437
2024-02-05,70.0746,70.696,69.023,69.0708,103909.25787659
2024-02-06,69.0708,69.7878,68.8318,69.0708,115074.55800217
2024-02-07,69.3576,69.74,68.6406,69.3576,102214.69293342
2024-02-08,69.5966,69.7878,68.784,69.2142,53417.498736461
2024-02-09,69.501,69.501,68.6884,69.023,40000.100880848
2024-02-12,69.3098,70.5526,69.1186,70.2658,45962.459014238
2024-02-13,70.457,70.5526,67.5412,67.9714,110439.60907427
2024-02-14,68.0192,68.7362,67.4934,68.5928,68922.767966503
2024-02-15,68.5928,69.1186,68.4016,68.784,56534.661409707
2024-02-16,68.8318,69.6922,68.4972,69.262,101412.38965476
2024-02-19,69.4054,70.0746,69.1186,69.6922,52280.466580146
2024-02-20,69.1186,71.174,69.023,70.6482,186041.26417791
2024-02-21,70.935,71.4608,69.4054,69.501,88959.429377921
2024-02-22,69.8834,71.2218,69.8834,71.0784,79269.028369549
2024-02-23,70.935,71.7476,70.6482,71.3652,80081.791925627
2024-02-26,71.2218,71.5564,70.5526,71.0784,93092.284989329
2024-02-27,71.0306,72.9426,70.8394,72.0344,99340.208696476
2024-02-28,72.5124,72.6558,70.9828,71.3652,65714.600879642
2024-02-29,71.9388,72.4168,71.413,71.652,124125.83605975
2024-03-01,71.9866,72.608,71.1262,71.9388,53375.657626753
2024-03-04,72.1778,72.5124,69.023,69.023,74808.766074676
2024-03-05,69.023,69.5966,68.545,68.7362,60138.226983308
2024-03-06,68.784,70.0746,68.5928,69.5966,49317.069985077
2024-03-07,69.5966,70.0746,68.6884,69.262,65624.64249377
2024-03-08,69.7878,70.1224,68.7362,69.7878,357570.98548134
2024-03-11,69.7878,71.0306,69.4054,70.6004,240490.14626867
2024-03-12,70.6482,72.7992,70.6482,72.608,179914.67968891
2024-03-13,72.6558,72.9426,71.3174,72.1778,151913.56304458
2024-03-14,72.4646,73.325,70.9828,72.7514,147198.06998049
2024-03-15,72.847,73.803,68.9274,71.174,959535.89276711
2024-03-18,71.6998,72.1778,70.1224,70.6482,80141.415506961
2024-03-19,70.6482,71.1262,68.8318,70.457,96377.85812915
2024-03-20,70.457,70.6482,69.5966,69.8834,53366.243377069
2024-03-21,70.2658,73.9464,70.2658,73.6118,107654.03719546
2024-03-22,73.1816,73.803,72.369,72.7514,76793.080702578
2024-03-25,72.7514,73.9942,72.3212,73.803,111655.09331128
2024-03-26,73.803,74.4244,73.5162,74.281,50806.613490682
2024-03-27,74.4722,74.5678,73.1816,73.7074,65734.475406753
2024-03-28,74.3766,75.237,73.5162,74.0898,145333.00251525
2024-04-02,74.3766,78.4874,74.3766,77.0534,166212.76228729
2024-04-03,76.7188,77.627,76.0974,77.4358,107061.98549309
2024-04-04,77.6748,78.9654,76.7188,76.9578,143721.07376375
2024-04-05,75.8106,76.7188,74.8546,76.2408,174387.46909649
2024-04-08,76.4798,77.388,75.8106,76.3364,55870.433793092
2024-04-09,76.6232,77.0056,75.5716,75.9062,66290.96216587
2024-04-10,75.954,76.7666,75.3804,76.0974,106838.13555615
2024-04-11,76.0974,77.2446,75.7628,76.0018,84584.94135795
2024-04-12,76.0974,77.3402,74.4722,74.6634,73501.231396301
2024-04-15,74.4244,75.1892,72.9426,73.8986,97211.542240082
2024-04-16,73.2294,73.9942,72.5124,72.608,81698.950815841
2024-04-17,72.4646,73.803,72.4646,73.086,72895.581333278
2024-04-18,73.086,74.8068,72.7992,73.7552,84185.358760239
2024-04-19,73.6596,73.9464,72.7514,73.1338,42768.936315775
2024-04-22,73.2294,74.6634,73.2294,74.2332,64389.283729641
2024-04-23,74.281,75.2848,74.1376,74.759,42616.216265341
2024-04-24,75.3804,76.3364,74.8068,75.5238,82738.702392085
2024-04-25,75.6194,76.0018,75.0458,75.715,140550.56367563
2024-04-26,75.7628,76.3364,75.3804,75.715,93925.969100261
2024-04-29,75.715,77.7704,75.5238,76.7666,96701.080701644
2024-04-30,76.5754,77.2446,75.7628,76.4798,99980.377675009
2024-05-02,76.4798,77.388,75.7628,76.7666,41079.601511314
2024-05-06,77.1012,78.1528,76.6232,77.627,52564.98612616
2024-05-07,78.105,79.2522,77.8182,78.583,139488.84551679
2024-05-08,78.7742,79.5868,78.105,79.3478,84866.322820736
2024-05-09,79.6346,80.0648,79.2044,79.4912,82445.814624129
2024-05-10,79.9692,80.1126,78.0572,78.1528,44508.480451885
2024-05-13,78.4396,83.841,78.4396,83.6498,198289.20301718
2024-05-14,83.363,83.841,82.4548,83.7454,176572.62105099
2024-05-15,83.6498,84.3668,82.7894,83.7454,94654.00440918
2024-05-16,83.7454,84.6536,83.2196,84.0322,70160.218786117
2024-05-17,84.0322,84.7492,82.5026,82.646,85162.34867192
2024-05-20,83.0762,83.6976,82.168,82.5982,191295.46152949
2024-05-21,83.124,83.4586,81.8812,82.7416,138655.16140586
2024-05-22,82.7894,82.7894,80.8774,82.0724,145102.87641186
2024-05-23,81.6422,82.2158,81.0686,81.69,125399.89785036
2024-05-24,81.929,82.168,80.7818,81.451,41537.761662617
2024-05-27,81.451,82.646,80.1604,80.3038,42041.947034598
2024-05-28,80.7818,81.451,79.9214,80.6384,55364.156365626
2024-05-29,80.6384,81.4988,80.1126,80.734,65562.926856951
2024-05-31,80.8296,81.451,78.9654,79.0132,113200.07628725
2024-06-03,79.3478,80.3038,79.3,79.4434,38084.824083964
2024-06-04,80.256,82.2158,77.5314,78.3918,90478.261660322
2024-06-05,78.3918,80.5906,77.7704,80.3516,62365.220047517
2024-06-06,81.0686,81.1164,79.4434,79.8736,38364.113491265
2024-06-07,80.1126,80.7818,79.4434,80.017,38197.795080176
2024-06-10,79.9692,80.8296,79.1566,80.734,44540.907311909
2024-06-11,81.212,81.4032,78.7742,78.8698,98641.462164353
2024-06-12,78.7742,80.5906,78.4874,80.3038,54750.138080661
2024-06-13,80.3038,80.734,78.7742,79.1566,121173.94576985
2024-06-14,79.1566,79.8258,77.8182,77.866,66922.762922461
2024-06-17,78.6786,79.1566,77.9138,78.822,80834.931900371
2024-06-18,79.3478,80.256,78.105,78.105,57629.852456314
2024-06-19,78.3918,79.4912,78.0094,79.3,51717.703654573
2024-06-20,80,80.85,79.15,79.35,81181
2024-06-21,79.4,80.55,79.3,80.45,254383
2024-06-24,80,81.7,80,81,81346
2024-06-25,81,81.1,78.5,79,68315
2024-06-26,79.05,80.1,79.05,79.35,42408
2024-06-27,79.65,80.7,79.4,80.2,69389
2024-06-28,80.75,81.2,79.8,80.05,96541
2024-07-01,80.05,80.6,79.35,80.45,64212
2024-07-02,80.85,82.85,80.05,81.9,150351
2024-07-03,82.1,83.4,82.05,82.5,109119
2024-07-04,83,83.65,82.85,83.1,104894
2024-07-05,83.7,83.75,82.7,83.15,109604
2024-07-08,83,83.5,82,82.1,47734
2024-07-09,82.1,83.15,81.3,81.85,112780
2024-07-10,82.35,82.4,80.95,81,37692
2024-07-11,81,82.95,80.9,82.5,78406
2024-07-12,82.5,83.45,82,83.2,72249
2024-07-15,83.5,84.95,82.8,83.35,65680
2024-07-16,83.6,83.95,81.2,81.25,65597
2024-07-17,81.3,84.45,81.3,83.5,109990
2024-07-18,83.95,84.85,83.05,84.45,146468
2024-07-19,84.6,84.6,82.95,84.15,44109
2024-07-22,83.75,87.05,83.65,87,104917
2024-07-23,87,87.3,83.85,85.6,65567
2024-07-24,85.3,85.5,83.45,83.85,31491
2024-07-25,83.5,85,82.1,84.6,39981
2024-07-26,84.7,84.95,82.95,83.25,19924
2024-07-29,83.25,84.35,83.1,84.1,43502
2024-07-30,84.1,85.3,83.3,84,27137
2024-07-31,84.15,85.25,83.6,84,56224
2024-08-01,85,85,83.75,84.1,92296
2024-08-02,83.1,83.95,81.25,81.6,72374
2024-08-05,79.9,81.8,78.4,81.6,131898
2024-08-06,81.7,82,80,81.4,72378
2024-08-07,81.35,83,80.4,83,59500
2024-08-08,82.45,83.65,81.35,83.65,45784
2024-08-09,83,83.6,82.5,82.9,30018
2024-08-12,82.5,83.75,82.5,83.2,45183
2024-08-13,83.2,84.8,82.65,84.6,37558
2024-08-14,84.8,86.15,84.6,85.6,42279
2024-08-16,85,86.4,84.65,86.25,35626
2024-08-19,86.1,87.2,85.2,86,86851
2024-08-20,86,87.4,85.8,86.55,35306
2024-08-21,86.3,88.2,85.65,87.9,53451
2024-08-22,87,88.4,86.35,87.45,49458
2024-08-23,87.45,89.6,87.15,89.15,77308
2024-08-26,88.9,89.8,88.5,89.7,32655
2024-08-27,89.7,89.7,87.8,89.4,33038
2024-08-28,90,91.8,89.2,90.65,70505
2024-08-29,90.75,92.25,90.2,92,30323
2024-08-30,91.55,92.2,89.95,90.3,92003
2024-09-02,90.55,92.5,90,91.5,33840
2024-09-03,91.6,91.9,90.1,90.6,31526
2024-09-04,90,90.95,88.4,89.5,56316
2024-09-05,89,92.15,89,90.8,90205
2024-09-06,90.85,90.95,88.5,89.2,29013
2024-09-09,89.15,89.85,88.4,89.45,25176
2024-09-10,89.45,90.35,88,88.6,29144
2024-09-11,88.05,89.05,87.35,88,41875
2024-09-12,89,89,87.55,88.1,32953
2024-09-13,89.05,89.25,87.4,88.45,39064
2024-09-16,88.05,89.4,87.3,89.4,36229
2024-09-17,88.5,89.25,87.65,88.45,42698
2024-09-18,89.2,89.65,88.35,88.35,23942
2024-09-19,88.3,88.9,87.65,87.7,33153
2024-09-20,87.6,88.8,85.95,86.15,112688
2024-09-23,87.3,87.85,85.6,87.1,42448
2024-09-24,86.9,87.85,86.3,86.45,58522
2024-09-25,86.45,87.6,86.15,87.1,28401
2024-09-26,87.1,88.4,87,87,31744
2024-09-27,87,89.8,87,88.4,50334
2024-09-30,88.9,89,86.85,86.9,36238
2024-10-01,86.9,87.45,85.25,85.8,39049
2024-10-02,85.25,86.2,84.5,84.9,39536
2024-10-03,85,85,83.55,84.2,31909
2024-10-04,83.75,85.15,83.1,83.9,69111
2024-10-07,84.05,88.65,84.05,88.35,141668
2024-10-08,88.4,89.45,86.75,89.1,79746
2024-10-09,89.6,89.8,86.85,87.15,87480
2024-10-10,87.05,88.3,85.85,85.85,192347
2024-10-11,85.9,87.1,84.95,86.2,46624
2024-10-14,86.4,87.15,85.4,86.65,49663
2024-10-15,86.7,88.7,86.2,88.7,102746
2024-10-16,88.75,91.15,88.1,91.15,381917
2024-10-17,91.15,91.4,89.1,89.65,139329
2024-10-18,89.7,90.1,88.75,90,45496
2024-10-21,90.8,91.2,89.25,89.45,62661
2024-10-22,89.95,91.75,88.9,91.65,63473
