Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-10-23,91.65,92.4,91,91.65,101597
2024-10-24,91.6,93,91.1,91.5,43707
2024-10-25,91.65,91.85,89.5,89.65,88638
2024-10-28,90,90.95,89.5,89.5,67751
2024-10-29,89.65,90.8,89.35,89.75,70612
2024-10-30,90.1,90.45,88.85,89.2,43106
2024-10-31,90,90.25,88.3,90.1,138488
2024-11-04,89.95,91.2,89.55,90.1,64199
2024-11-05,90,90.95,89.5,89.5,88945
2024-11-06,89.9,90.05,86.05,86.2,72266
2024-11-07,86.4,87.6,85.8,87.25,76714
2024-11-08,88.1,89.35,87.4,89.1,58135
2024-11-12,89.4,89.65,87.65,88.05,63567
2024-11-13,88.05,88.5,87.15,87.9,40880
2024-11-14,88.15,88.15,86.75,87.75,45460
2024-11-15,87.75,87.75,86.05,86.75,39813
2024-11-18,86.75,87.55,85.85,86,43239
2024-11-19,86,86.5,83.95,85.2,54538
2024-11-20,85.25,86.1,84.7,85.4,69816
2024-11-21,86.25,86.25,84.45,85.7,36354
2024-11-22,85.4,86.4,84.65,86.35,53009
2024-11-25,86.5,86.6,85.4,86.05,154994
2024-11-26,86.55,86.95,85.7,85.95,68907
2024-11-27,86.95,86.95,85.65,86.1,92369
2024-11-28,87.05,90.5,87.05,90,52257
2024-11-29,90.35,90.75,88.7,90.75,87429
2024-12-02,90.5,92.55,89.9,92.55,126610
2024-12-03,92.75,92.9,91.1,91.65,90921
2024-12-04,91.95,94.15,91.95,93.8,314331
2024-12-05,92.65,94.6,92.05,93.9,68066
2024-12-06,94.5,95.45,93.95,94.7,85407
2024-12-09,94.5,95.1,93.6,94.5,60638
2024-12-10,95.35,95.35,92.55,92.55,66644
2024-12-11,92.6,93.35,91.5,91.85,48524
2024-12-12,91.8,93.5,91.65,93.1,75824
2024-12-13,92.8,93.85,91.85,92.3,76215
2024-12-16,92.35,94.5,91.85,92.85,214265
2024-12-17,93.05,93.95,91.05,92.1,95827
2024-12-18,92.1,94.15,90.75,93.2,83556
2024-12-19,92.95,93.95,91.35,93.95,106464
2024-12-20,93.5,94.95,93.15,93.75,137527
2024-12-23,93.75,94.9,93.5,94.4,40929
2024-12-27,94.45,96.35,93.75,96.3,81219
2024-12-30,96.3,96.95,95.35,96.2,73519
2025-01-02,96.9,97.75,94.4,95,89292
2025-01-03,95,97.55,94.9,96.8,78101
2025-01-07,97.15,97.7,95.7,95.75,86752
2025-01-08,96,96.3,94.05,94.5,25749
2025-01-09,94,95.4,93.5,93.9,44432
2025-01-10,93.75,94.15,93.15,93.85,25047
2025-01-13,93.9,94.2,92.75,93.5,44110
2025-01-14,93.8,94.6,93.4,94,30628
2025-01-15,95,95.55,94.2,95.5,54186
2025-01-16,95.45,97.25,95.3,96.55,92660
2025-01-17,97.25,97.25,95.3,95.7,26998
2025-01-20,95.75,97.5,95.7,96.65,59372
2025-01-21,96.65,98,96.05,97.5,80080
2025-01-22,98.05,98.9,97.65,98.8,47705
2025-01-23,98.8,100.7,98.6,100.7,90594
2025-01-24,100.7,104,100.6,104,178662
2025-01-27,103,105.6,102.1,104.5,94338
2025-01-28,104.6,106.4,104,106.4,107911
2025-01-29,106.7,107.9,105.7,106.3,35314
2025-01-30,106,108.1,106,107.4,56911
2025-01-31,107.9,119.7,101.6,118.3,639312
2025-02-03,116,118.2,114.1,115.6,345976
2025-02-04,115.8,118.9,115.7,118.5,383028
2025-02-05,119,121,117.6,121,483177
2025-02-06,121.7,122.2,119.7,121.3,195358
2025-02-07,121.3,122.3,119.3,119.4,280686
2025-02-10,119.6,123.6,118.6,122.9,131810
2025-02-11,123.3,125.4,122.6,125.4,115418
2025-02-12,125.9,131.2,125,130,332670
2025-02-13,131,133.5,130,131.2,333766
2025-02-14,131.2,131.9,127.8,129.2,123182
2025-02-17,129.2,131.2,129.2,131,81683
2025-02-18,130.1,137.9,129.8,137.7,205538
2025-02-19,137.9,138.5,134.6,135,136523
2025-02-20,135.2,137,134.2,135.1,112809
2025-02-21,135.2,138.3,135.2,137.9,244833
2025-02-24,138,138.7,135.8,136.5,91040
2025-02-25,136.2,137.3,134.3,136.1,130820
2025-02-26,136.1,139.4,135.6,139.1,187576
2025-02-27,140,141,138.1,139.4,167391
2025-02-28,137.2,139.5,136.6,138.8,223563
2025-03-03,138.3,139.6,137.5,139.6,93980
2025-03-04,138.3,140.2,135.7,137,125891
2025-03-05,137,138.1,133,136.8,170648
2025-03-06,137.2,140,136.9,140,134200
2025-03-07,139.5,141.3,138.2,140,123517
2025-03-10,140.1,143,139.5,142.3,119424
2025-03-11,141.6,142.6,139.9,140.4,142937
2025-03-12,140.4,142,138.5,140.9,255919
2025-03-13,141.9,142.6,140.7,142.5,304991
2025-03-14,142.5,146.1,141.9,145.8,236988
2025-03-17,145.9,149.5,145.4,148.9,86694
2025-03-18,149.6,150.5,148,149.1,92829
2025-03-19,147.5,152.2,147.5,150.9,99143
2025-03-20,150.9,151.3,150,150,192378
2025-03-21,150.9,154.5,150.9,153.4,239466
